dataset,algorithm,hybrid_accuracy_train,hybrid_glass_train,hybrid_black_train,hybrid_reject_train,hybrid_kappa_train,hybrid_accuracy_test,hybrid_glass_test,hybrid_black_test,hybrid_reject_test,hybrid_kappa_test
545,1x5_Dynamic_Double_AR_Deep,0.99851810,0.82689414,0.02876640,0.14433946,0.56437962,0.96511916,0.75076115,0.05296588,0.19627297,0.25030742
563,1x5_Dynamic_Double_AR_Deep,0.99890908,0.84471252,0.06037390,0.09491358,0.46925744,0.97627494,0.82273016,0.07301587,0.10425397,0.38258202
572,1x5_Dynamic_Double_AR_Deep,0.99997202,0.92057812,0.01309412,0.06632776,0.34204736,0.98722072,0.87930713,0.03469768,0.08599519,0.27017050
59,1x5_Dynamic_Double_AR_Deep,0.99819224,0.16385000,0.66849000,0.16766000,0.51595594,0.97450960,0.16254000,0.66199000,0.17547000,0.52134990
602,1x5_Dynamic_Double_AR_Deep,0.99889538,0.71552752,0.11729729,0.16717519,0.52469643,0.97459601,0.66278735,0.12506100,0.21215165,0.37259611
722,1x5_Dynamic_Double_AR_Deep,0.99891963,0.77340712,0.02371774,0.20287514,0.23740960,0.99223828,0.76418259,0.02790812,0.20790929,0.21596764
78,1x5_Dynamic_Double_AR_Deep,0.99880306,0.93350392,0.01944493,0.04705114,0.49204120,0.98787734,0.90031225,0.03343686,0.06625088,0.35531551
827,1x5_Dynamic_Double_AR_Deep,0.96847989,0.51500107,0.00000000,0.48499893,0.08910392,0.96366635,0.51515938,0.00000000,0.48484062,0.07900715
850,1x5_Dynamic_Double_AR_Deep,0.99914975,0.77059259,0.02051852,0.20888889,0.62500259,0.91919938,0.65111111,0.08688889,0.26200000,0.23426466
863,1x5_Dynamic_Double_AR_Deep,0.97468619,0.34891655,0.27488535,0.37619809,0.28129698,0.92371173,0.31951854,0.24120171,0.43927975,0.23358637
887,1x5_Dynamic_Double_AR_Deep,0.98935242,0.76152517,0.01621339,0.22226145,0.71118989,0.88879382,0.65057964,0.09630806,0.25311230,0.17694361
890,1x5_Dynamic_Double_AR_Deep,0.99786063,0.78482185,0.02091313,0.19426502,0.54321196,0.94137562,0.70603835,0.07713703,0.21682462,0.23953292
891,1x5_Dynamic_Double_AR_Deep,0.96460259,0.63264358,0.07796270,0.28939372,0.38165406,0.92871680,0.59165405,0.09624488,0.31210107,0.22574999
94,1x5_Dynamic_Double_AR_Deep,0.99795156,0.71103849,0.13610587,0.15285564,0.29061177,0.97217508,0.65529539,0.15313789,0.19156673,0.22510296
96,1x5_Dynamic_Double_AR_Deep,0.99729656,0.61473237,0.01996923,0.36529841,0.38800566,0.92365506,0.53572650,0.07413105,0.39014245,0.29217645
151,1x5_Dynamic_Double_GB_Deep,0.99699113,0.25416202,0.37501820,0.37081977,0.03767522,0.83927089,0.29157143,0.35752381,0.35090476,0.10141200
159,1x5_Dynamic_Double_GB_Deep,0.96941439,0.71191261,0.09037972,0.19770768,0.44448427,0.91031929,0.68424816,0.11257624,0.20317560,0.26838384
17,1x5_Dynamic_Double_GB_Deep,0.99974617,0.80472793,0.11708295,0.07818911,0.20706361,0.96619604,0.76837093,0.14130952,0.09031955,0.29172158
174,1x5_Dynamic_Double_GB_Deep,0.99920412,0.52752013,0.31760260,0.15487727,0.03324464,0.92549908,0.52594737,0.31500000,0.15905263,0.15492347
176,1x5_Dynamic_Double_GB_Deep,0.88374471,0.69765067,0.06604265,0.23630667,0.30445192,0.83367480,0.67723964,0.07514955,0.24761081,0.14442066
19,1x5_Dynamic_Double_GB_Deep,0.99871476,0.81508439,0.16410815,0.02080745,0.81015371,0.98597547,0.81007192,0.16249294,0.02743514,0.71534838
212,1x5_Dynamic_Double_GB_Deep,0.99695991,0.58716846,0.16301075,0.24982079,0.23222910,0.90233732,0.57483871,0.17290323,0.25225806,0.31517512
267,1x5_Dynamic_Double_GB_Deep,0.99996715,0.89410356,0.09512524,0.01077120,0.46314344,0.98960286,0.87115942,0.10945943,0.01938115,0.37353977
329,1x5_Dynamic_Double_GB_Deep,0.89364868,0.38832281,0.13501186,0.47666532,0.19239927,0.72877859,0.40832834,0.16595502,0.42571664,0.10884464
372,1x5_Dynamic_Double_GB_Deep,0.99994347,0.95269984,0.01389233,0.03340783,0.61560720,0.98814910,0.91382270,0.04088725,0.04529005,0.20665056
43,1x5_Dynamic_Double_GB_Deep,0.87611796,0.64405455,0.11031831,0.24562714,0.31576576,0.78977696,0.64716129,0.11374194,0.23909677,0.12122028
451,1x5_Dynamic_Double_GB_Deep,0.97769341,0.28941026,0.24513736,0.46545238,0.06369886,0.75508369,0.31242424,0.28287879,0.40469697,-0.00770427
519,1x5_Dynamic_Double_GB_Deep,0.99433587,0.82430291,0.03151315,0.14418395,0.80813970,0.84816246,0.77149425,0.11689655,0.11160920,0.08325825
52,1x5_Dynamic_Double_GB_Deep,0.99964830,0.87180008,0.04317581,0.08502411,0.74156184,0.92123943,0.81700000,0.11173016,0.07126984,0.20018907
537,1x5_Dynamic_Double_GB_Deep,0.99598814,0.57108173,0.24562019,0.18329808,0.09359304,0.87238095,0.53035714,0.31071429,0.15892857,0.06764829
545,1x5_Dynamic_Double_GB_Deep,0.99747740,0.85498396,0.02876640,0.11624964,0.65525568,0.95850121,0.80309711,0.05296588,0.14393701,0.27067809
563,1x5_Dynamic_Double_GB_Deep,0.99759617,0.86661728,0.06037390,0.07300882,0.55678703,0.96875925,0.85898413,0.07301587,0.06800000,0.41431926
572,1x5_Dynamic_Double_GB_Deep,0.99973251,0.93805217,0.01309412,0.04885370,0.44797763,0.98289277,0.91591127,0.03469768,0.04939105,0.31086598
59,1x5_Dynamic_Double_GB_Deep,0.99753900,0.16741111,0.66849000,0.16409889,0.53350381,0.97300684,0.16870000,0.66199000,0.16931000,0.54658241
602,1x5_Dynamic_Double_GB_Deep,0.99461007,0.75696458,0.11729729,0.12573813,0.62679087,0.96349348,0.73198107,0.12506100,0.14295793,0.44949569
722,1x5_Dynamic_Double_GB_Deep,0.99317916,0.88138779,0.02371774,0.09489447,0.42512809,0.98410023,0.87785374,0.02790812,0.09423813,0.36038969
78,1x5_Dynamic_Double_GB_Deep,0.99818511,0.94695983,0.01944493,0.03359524,0.60513549,0.98332077,0.92519776,0.03343686,0.04136538,0.37360225
827,1x5_Dynamic_Double_GB_Deep,0.96847989,0.51500107,0.00000000,0.48499893,0.08910392,0.96366635,0.51515938,0.00000000,0.48484062,0.07900715
850,1x5_Dynamic_Double_GB_Deep,0.99817606,0.81681481,0.02051852,0.16266667,0.76291984,0.90321419,0.75022222,0.08688889,0.16288889,0.25173432
863,1x5_Dynamic_Double_GB_Deep,0.94126915,0.43261032,0.27488535,0.29250432,0.28091971,0.88839708,0.41797127,0.24120171,0.34082702,0.23349671
887,1x5_Dynamic_Double_GB_Deep,0.98551503,0.83082611,0.01621339,0.15296050,0.90263487,0.86820399,0.78674666,0.09630806,0.11694528,0.15613686
890,1x5_Dynamic_Double_GB_Deep,0.99416472,0.86228248,0.02091313,0.11680439,0.79169883,0.90923874,0.84067965,0.07713703,0.08218332,0.16735112
891,1x5_Dynamic_Double_GB_Deep,0.95262254,0.70327674,0.07796270,0.21876056,0.43162749,0.91578569,0.68055030,0.09624488,0.22320482,0.24548838
94,1x5_Dynamic_Double_GB_Deep,0.98849307,0.76849937,0.13610587,0.09539476,0.37473960,0.95757026,0.74388447,0.15313789,0.10297765,0.26184891
96,1x5_Dynamic_Double_GB_Deep,0.99646884,0.76380221,0.01996923,0.21622856,0.71464103,0.86339024,0.72575499,0.07413105,0.20011396,0.26374000
151,1x5_Dynamic_Ternary_Deep,0.99406662,0.27246615,0.34312436,0.38440949,0.03439455,0.82411919,0.29628571,0.30719048,0.39652381,0.10407642
159,1x5_Dynamic_Ternary_Deep,0.98444627,0.68438836,0.10802197,0.20758967,0.46931465,0.91470450,0.63051525,0.13124080,0.23824395,0.23526464
17,1x5_Dynamic_Ternary_Deep,0.99987577,0.81761399,0.11220288,0.07018313,0.22523178,0.96872714,0.76768797,0.14276316,0.08954887,0.27700273
174,1x5_Dynamic_Ternary_Deep,0.99960783,0.56204870,0.29389610,0.14405519,0.03793963,0.92454602,0.49642105,0.33963158,0.16394737,0.14274054
176,1x5_Dynamic_Ternary_Deep,0.92458925,0.70611981,0.05585130,0.23802889,0.47609803,0.82147565,0.65666667,0.08584144,0.25749189,0.11225176
19,1x5_Dynamic_Ternary_Deep,0.99824369,0.81418407,0.16617877,0.01963716,0.80516297,0.98288724,0.80508671,0.16771273,0.02720056,0.67513380
212,1x5_Dynamic_Ternary_Deep,0.99877253,0.61634409,0.14616487,0.23749104,0.25823629,0.88824650,0.57032258,0.19935484,0.23032258,0.31794857
267,1x5_Dynamic_Ternary_Deep,0.99995101,0.89541602,0.09538402,0.00919996,0.46960741,0.99134169,0.86751084,0.10975669,0.02273247,0.34602872
329,1x5_Dynamic_Ternary_Deep,0.94134789,0.35171436,0.15016832,0.49811732,0.22979389,0.73810052,0.35622639,0.18870765,0.45506597,0.09521017
372,1x5_Dynamic_Ternary_Deep,0.99979807,0.94288743,0.01080196,0.04631061,0.49121030,0.98828652,0.90632483,0.01383386,0.07984131,0.14973294
43,1x5_Dynamic_Ternary_Deep,0.93540936,0.61536522,0.10765402,0.27698076,0.51496215,0.77748807,0.57901075,0.12260215,0.29838710,0.08384619
451,1x5_Dynamic_Ternary_Deep,0.99115593,0.28562821,0.25624725,0.45812454,0.07056976,0.77710967,0.25969697,0.31272727,0.42757576,0.01841742
519,1x5_Dynamic_Ternary_Deep,0.99644457,0.83106870,0.02162688,0.14730442,0.81558355,0.84766767,0.76993103,0.02813793,0.20193103,0.09167867
52,1x5_Dynamic_Ternary_Deep,0.99992857,0.87198674,0.04229234,0.08572092,0.74192094,0.92128196,0.77249206,0.06731746,0.16019048,0.12686234
537,1x5_Dynamic_Ternary_Deep,0.99848811,0.57407212,0.23859615,0.18733173,0.10379875,0.83414286,0.50250000,0.31928571,0.17821429,0.06688130
545,1x5_Dynamic_Ternary_Deep,0.99954907,0.87843686,0.00487606,0.11668708,0.69463068,0.96032154,0.81511811,0.00488189,0.18000000,0.23818731
563,1x5_Dynamic_Ternary_Deep,0.99799317,0.86043739,0.06417637,0.07538624,0.53923711,0.97094043,0.84596825,0.06965079,0.08438095,0.38670158
572,1x5_Dynamic_Ternary_Deep,0.99988019,0.93278253,0.01803461,0.04918286,0.43120619,0.98340862,0.90438539,0.02434310,0.07127150,0.25065793
59,1x5_Dynamic_Ternary_Deep,0.99837209,0.16563333,0.67230222,0.16206444,0.53338266,0.97537948,0.16514000,0.66615000,0.16871000,0.54240658
602,1x5_Dynamic_Ternary_Deep,0.99761692,0.74316691,0.12485651,0.13197659,0.60410406,0.96369336,0.69922893,0.13193801,0.16883306,0.38306169
722,1x5_Dynamic_Ternary_Deep,0.99750007,0.78090974,0.03373335,0.18535691,0.22572171,0.98769471,0.77589669,0.03378562,0.19031768,0.19529774
78,1x5_Dynamic_Ternary_Deep,0.99824577,0.94456427,0.02037882,0.03505691,0.57655820,0.98362629,0.91946003,0.02623761,0.05430237,0.32465163
827,1x5_Dynamic_Ternary_Deep,0.96953764,0.51169475,0.00000000,0.48830525,0.09023496,0.96378017,0.51198742,0.00000000,0.48801258,0.07826431
850,1x5_Dynamic_Ternary_Deep,0.99914087,0.81671605,0.01627160,0.16701235,0.75585996,0.90964654,0.74311111,0.03244444,0.22444444,0.24283878
863,1x5_Dynamic_Ternary_Deep,0.95397140,0.42489621,0.27981764,0.29528614,0.30485706,0.90323733,0.39408659,0.23842749,0.36748593,0.23638945
887,1x5_Dynamic_Ternary_Deep,0.99271581,0.83262138,0.00284849,0.16453013,0.89215088,0.87112057,0.79841719,0.00333797,0.19824484,0.13798740
890,1x5_Dynamic_Ternary_Deep,0.99865906,0.85978901,0.02264817,0.11756282,0.81271662,0.91399174,0.82039533,0.02907551,0.15052916,0.16239795
891,1x5_Dynamic_Ternary_Deep,0.95298251,0.68803006,0.03391350,0.27805643,0.36997032,0.91407812,0.66635446,0.03557868,0.29806686,0.20366723
94,1x5_Dynamic_Ternary_Deep,0.99496021,0.73813395,0.15325188,0.10861417,0.34395171,0.95953922,0.69880836,0.17069952,0.13049212,0.22244941
96,1x5_Dynamic_Ternary_Deep,0.99905896,0.77286929,0.02396646,0.20316425,0.74623487,0.84845520,0.72658120,0.02917379,0.24424501,0.20325632
